date,city,pm25,pm10,no2,so2,co,o3,aqi_proxy
2025-07-06,Patna,29.96,89.92,35.24,12.31,1.52,24.76,88.38
2025-07-07,Patna,53.57,78.81,33.76,6.94,1.76,13.11,145.43
2025-07-08,Patna,52.12,85.73,38.84,6.46,1.36,23.19,141.81
2025-07-09,Patna,47.23,63.91,35.75,3.26,1.05,13.02,129.58
2025-07-10,Patna,50.77,91.16,33.3,13.22,1.19,26.15,138.43
2025-07-11,Patna,41.52,81.16,39.78,15.05,1.15,27.6,115.29
2025-07-12,Patna,47.16,93.05,33.17,7.8,0.1,32.04,129.41
2025-07-13,Patna,33.06,79.1,28.31,6.45,1.42,22.58,94.99
2025-07-14,Patna,33.78,88.11,30.23,11.58,0.78,18.1,96.54
2025-07-15,Patna,48.77,69.48,22.18,7.03,1.28,21.62,133.43
2025-07-16,Patna,40.01,64.84,36.95,12.78,0.56,13.36,111.52
2025-07-17,Patna,52.12,113.62,12.23,11.25,1.98,17.19,141.81
2025-07-18,Patna,60.23,80.29,32.67,6.64,1.72,27.64,155.09
2025-07-19,Patna,61.69,112.15,29.62,18.13,1.86,25.89,156.62
2025-07-20,Patna,27.98,51.45,17.64,6.0,1.87,25.29,84.15
2025-07-21,Patna,33.98,81.08,27.84,11.2,0.97,24.77,96.97
2025-07-22,Patna,42.27,63.39,41.09,7.91,0.92,27.81,117.18
2025-07-23,Patna,42.38,92.45,20.64,11.24,2.19,14.75,117.45
2025-07-24,Patna,44.67,66.86,50.8,12.52,1.43,15.11,123.19
2025-07-25,Patna,28.32,97.25,18.43,4.81,1.32,23.19,84.88
2025-07-26,Patna,47.74,77.28,38.15,6.21,1.57,23.69,130.84
2025-07-27,Patna,49.31,108.41,26.68,6.82,0.64,10.4,134.78
2025-07-28,Patna,38.48,80.73,20.9,6.19,1.93,27.78,107.69
2025-07-29,Patna,26.73,75.65,33.48,6.92,1.0,20.15,81.48
2025-07-30,Patna,52.89,105.56,23.38,10.18,1.32,16.45,143.72
2025-07-31,Patna,38.41,59.47,39.86,13.46,1.16,18.71,107.53
2025-08-01,Patna,53.73,107.68,20.63,8.36,1.3,17.81,145.84
2025-08-02,Patna,46.71,70.82,26.17,8.5,0.72,10.08,128.27
2025-08-03,Patna,51.75,68.23,46.71,14.72,1.12,36.48,140.86
2025-08-04,Patna,52.44,70.51,8.81,10.86,1.33,24.86,142.59
2025-08-05,Patna,37.62,59.7,26.01,10.92,1.18,20.31,105.55
2025-08-06,Patna,20.41,82.24,19.64,11.56,1.03,20.65,67.97
2025-08-07,Patna,66.61,76.68,25.81,10.56,0.61,30.01,161.8
2025-08-08,Patna,53.53,94.62,3.04,8.02,0.81,29.28,145.32
2025-08-09,Patna,54.38,92.2,20.75,13.28,1.22,33.3,147.45
2025-08-10,Patna,43.1,92.33,25.87,13.02,1.56,31.4,119.25
2025-08-11,Patna,41.57,80.42,33.6,13.13,1.73,23.09,115.43
2025-08-12,Patna,17.82,98.42,17.71,8.91,1.27,13.87,62.43
2025-08-13,Patna,44.14,124.76,26.51,11.1,2.26,27.26,121.84
2025-08-14,Patna,34.62,89.89,34.43,13.1,1.81,5.86,98.33
2025-08-15,Patna,28.98,79.71,20.59,1.0,1.03,22.45,86.28
2025-08-16,Patna,35.53,64.58,30.7,9.83,1.13,30.51,100.32
2025-08-17,Patna,42.11,66.42,20.86,8.16,1.77,17.4,116.79
2025-08-18,Patna,47.68,84.7,45.49,9.97,1.04,26.98,130.71
2025-08-19,Patna,50.31,75.47,20.37,10.41,1.35,13.23,137.27
2025-08-20,Patna,43.09,69.5,17.28,7.74,1.83,29.95,119.23
2025-08-21,Patna,53.2,89.76,34.85,9.1,0.88,16.91,144.5
2025-08-22,Patna,32.67,110.07,37.79,5.56,1.34,19.99,94.17
2025-08-23,Patna,37.98,71.27,40.54,8.74,1.41,23.56,106.45
2025-08-24,Patna,28.86,85.81,38.39,13.22,0.86,13.22,86.03
2025-08-25,Patna,41.09,104.72,32.26,10.84,0.78,19.42,114.23
2025-08-26,Patna,14.0,79.8,12.28,12.8,1.94,23.09,54.27
2025-08-27,Patna,24.87,93.79,46.38,10.23,1.79,19.56,77.5
2025-08-28,Patna,30.48,81.98,14.51,15.59,1.38,26.98,89.48
2025-08-29,Patna,34.88,51.87,41.03,5.43,1.46,25.08,98.89
2025-08-30,Patna,41.82,67.42,28.16,5.95,1.64,25.67,116.05
2025-08-31,Patna,43.36,75.31,47.98,4.89,0.7,22.06,119.9
2025-09-01,Patna,37.62,104.96,34.76,8.89,1.52,24.89,105.54
2025-09-02,Patna,66.92,89.42,24.9,9.4,0.27,22.28,162.13
2025-09-03,Patna,54.41,95.79,32.29,10.75,1.76,30.47,147.51
2025-09-04,Patna,46.82,77.69,11.62,11.73,1.53,23.3,128.54
2025-09-05,Patna,32.59,102.48,27.6,8.7,1.3,25.21,94.0
2025-09-06,Patna,27.93,95.64,24.59,6.74,1.67,16.2,84.03
2025-09-07,Patna,52.29,86.3,16.99,12.89,1.44,24.67,142.23
2025-09-08,Patna,52.9,113.16,31.34,10.65,1.47,19.91,143.74
2025-09-09,Patna,22.09,88.0,41.25,10.55,0.89,28.78,71.56
2025-09-10,Patna,36.17,41.17,36.83,5.96,2.03,28.98,101.92
2025-09-11,Patna,36.56,90.22,47.86,11.8,1.42,39.75,102.91
2025-09-12,Patna,41.39,93.81,21.89,3.78,1.2,22.47,114.97
2025-09-13,Patna,46.0,56.36,35.69,6.31,1.56,27.95,126.51
2025-09-14,Patna,35.39,63.08,41.78,11.42,1.38,31.04,99.98
2025-09-15,Patna,40.92,69.56,21.09,8.48,1.63,30.42,113.79
2025-09-16,Patna,40.69,106.78,27.51,6.46,0.8,19.28,113.21
2025-09-17,Patna,27.02,125.49,34.63,8.51,2.01,14.54,82.09
2025-09-18,Patna,38.45,122.13,27.93,16.14,1.63,30.11,107.63
2025-09-19,Patna,56.96,83.43,25.99,8.45,0.93,21.91,151.65
2025-09-20,Patna,43.14,120.12,36.03,15.89,0.46,15.0,119.36
2025-09-21,Patna,39.92,117.36,30.76,4.4,1.22,15.32,111.31
2025-09-22,Patna,24.87,124.16,27.37,9.32,1.28,21.04,77.49
2025-09-23,Patna,33.05,80.09,34.03,13.06,1.7,15.05,94.98
2025-09-24,Patna,52.02,91.89,24.45,9.35,1.55,22.71,141.56
2025-09-25,Patna,48.89,69.05,47.31,3.01,1.55,24.57,133.72
2025-09-26,Patna,48.49,68.91,38.95,8.48,0.85,15.55,132.72
2025-09-27,Patna,43.4,52.78,45.01,11.95,2.05,32.82,119.99
2025-09-28,Patna,36.65,65.82,8.23,7.58,2.03,17.13,103.13
2025-07-01,Ludhiana,31.47,57.64,27.5,11.06,0.46,15.0,91.6
2025-07-02,Ludhiana,51.82,83.35,22.33,12.32,0.53,28.12,141.06
2025-07-03,Ludhiana,31.13,78.11,3.96,6.42,1.37,22.19,90.88
2025-07-04,Ludhiana,45.13,87.99,14.32,9.67,0.68,22.9,124.32
2025-07-05,Ludhiana,39.69,49.09,29.26,5.68,0.85,26.84,110.72
2025-07-06,Ludhiana,25.29,52.57,33.29,7.53,0.5,27.65,78.39
2025-07-07,Ludhiana,27.39,38.5,3.53,9.91,0.74,15.09,82.88
2025-07-08,Ludhiana,39.35,81.85,16.82,9.94,1.9,30.49,109.87
2025-07-09,Ludhiana,48.59,75.48,21.26,7.03,1.26,14.92,132.97
2025-07-10,Ludhiana,25.08,40.58,26.52,7.45,0.82,27.92,77.95
2025-07-11,Ludhiana,20.48,53.45,29.7,9.99,0.76,23.84,68.12
2025-07-12,Ludhiana,25.36,65.66,25.94,8.88,1.21,24.11,78.55
2025-07-13,Ludhiana,18.53,72.99,26.91,9.27,0.79,27.9,63.96
2025-07-14,Ludhiana,16.44,57.83,21.2,3.41,0.96,23.96,59.49
2025-07-15,Ludhiana,11.09,59.44,9.68,13.32,1.16,23.32,46.19
2025-07-16,Ludhiana,36.45,80.2,31.73,2.51,1.6,29.9,102.62
2025-07-17,Ludhiana,31.33,63.87,2.0,3.47,1.29,29.32,91.31
2025-07-18,Ludhiana,43.68,68.37,40.31,10.22,0.92,35.5,120.69
2025-07-19,Ludhiana,20.74,39.03,20.79,4.92,0.93,27.31,68.67
2025-07-20,Ludhiana,33.3,68.07,24.51,1.0,0.47,20.35,95.52
2025-07-21,Ludhiana,23.42,63.42,35.26,6.98,0.55,17.6,74.41
2025-07-22,Ludhiana,52.59,96.84,28.02,2.51,1.2,25.05,142.98
2025-07-23,Ludhiana,32.55,54.95,20.31,5.28,0.62,30.77,93.91
2025-07-24,Ludhiana,45.48,64.04,27.51,8.37,2.02,27.82,125.19
2025-07-25,Ludhiana,42.1,66.9,19.63,11.35,1.34,17.62,116.75
2025-07-26,Ludhiana,39.77,86.0,8.08,4.43,1.23,11.13,110.93
2025-07-27,Ludhiana,13.09,63.49,28.18,8.81,1.71,22.8,52.32
2025-07-28,Ludhiana,28.15,40.91,20.8,9.32,1.38,24.11,84.51
2025-07-29,Ludhiana,41.53,95.51,25.64,11.3,0.79,22.02,115.33
2025-07-30,Ludhiana,26.33,81.95,14.88,6.23,0.34,25.88,80.61
2025-07-31,Ludhiana,48.57,86.36,30.56,9.72,1.36,26.32,132.93
2025-08-01,Ludhiana,40.68,53.78,22.12,7.41,0.95,13.16,113.2
2025-08-02,Ludhiana,17.7,71.3,30.6,7.23,2.19,17.06,62.17
2025-08-03,Ludhiana,38.39,93.37,32.52,9.17,1.51,23.12,107.48
2025-08-04,Ludhiana,52.37,92.42,16.85,8.16,0.46,31.63,142.44
2025-08-05,Ludhiana,36.42,95.28,23.27,1.63,2.13,23.17,102.56
2025-08-06,Ludhiana,21.45,90.85,40.26,6.59,1.04,24.14,70.19
2025-08-07,Ludhiana,17.75,51.13,36.98,6.8,0.74,19.8,62.29
2025-08-08,Ludhiana,45.73,50.73,25.63,14.59,1.89,25.92,125.82
2025-08-09,Ludhiana,48.65,93.32,22.65,9.97,1.8,14.79,133.13
2025-08-10,Ludhiana,36.59,70.33,22.67,7.24,1.17,24.2,102.98
2025-08-11,Ludhiana,47.27,77.93,22.68,4.68,0.89,23.66,129.68
2025-08-12,Ludhiana,24.28,85.97,27.04,10.63,0.82,17.47,76.25
2025-08-13,Ludhiana,48.98,73.09,23.66,9.3,1.34,14.75,133.95
2025-08-14,Ludhiana,49.53,59.12,37.42,3.2,1.21,20.99,135.33
2025-08-15,Ludhiana,9.39,80.5,8.1,6.32,1.52,18.78,39.12
2025-08-16,Ludhiana,22.13,83.16,21.35,5.98,1.59,15.56,71.65
2025-08-17,Ludhiana,29.69,87.95,15.98,12.53,0.99,27.77,87.8
2025-08-18,Ludhiana,44.03,65.11,20.35,7.07,1.37,16.03,121.58
2025-08-19,Ludhiana,20.5,99.72,19.3,8.26,1.0,21.18,68.17
2025-08-20,Ludhiana,49.12,64.12,19.89,6.39,0.88,18.2,134.29
2025-08-21,Ludhiana,28.04,102.12,30.35,6.16,1.47,13.15,84.27
2025-08-22,Ludhiana,48.97,92.69,41.56,10.23,1.25,30.06,133.91
2025-08-23,Ludhiana,24.38,57.97,22.46,11.31,0.74,16.48,76.46
2025-08-24,Ludhiana,37.11,83.35,18.84,9.21,1.63,29.41,104.28
2025-08-25,Ludhiana,37.48,66.02,38.07,7.25,1.46,33.88,105.2
2025-08-26,Ludhiana,43.49,48.49,14.24,6.31,1.36,24.45,120.22
2025-08-27,Ludhiana,62.62,80.2,23.1,3.8,1.55,22.27,157.6
2025-08-28,Ludhiana,16.62,70.04,16.83,5.92,1.08,16.88,59.88
2025-08-29,Ludhiana,26.86,52.26,18.12,4.18,0.89,16.94,81.76
2025-08-30,Ludhiana,39.46,70.6,32.89,12.86,1.35,25.0,110.15
2025-08-31,Ludhiana,43.36,78.72,25.22,7.11,0.67,26.69,119.91
2025-09-01,Ludhiana,34.91,99.44,32.65,5.32,1.58,6.85,98.96
2025-09-02,Ludhiana,57.63,62.63,28.67,8.48,1.53,20.43,152.35
2025-09-03,Ludhiana,6.87,60.16,21.41,1.05,1.1,16.0,28.64
2025-09-04,Ludhiana,41.92,63.78,39.82,6.43,1.25,20.95,116.3
2025-09-05,Ludhiana,13.71,63.57,29.98,9.01,0.96,13.23,53.65
2025-09-06,Ludhiana,41.42,76.44,30.49,6.38,0.41,25.61,115.04
2025-09-07,Ludhiana,33.58,96.15,24.49,7.06,1.25,18.94,96.1
2025-09-08,Ludhiana,26.5,67.12,17.3,6.51,1.86,28.43,80.99
2025-09-09,Ludhiana,38.77,101.15,18.49,14.67,0.9,34.68,108.42
2025-09-10,Ludhiana,56.4,61.4,35.05,6.35,0.85,25.53,151.05
2025-09-11,Ludhiana,22.27,79.21,17.08,7.73,1.61,24.71,71.95
2025-09-12,Ludhiana,28.64,78.34,12.84,4.68,0.91,26.7,85.56
2025-09-13,Ludhiana,38.9,79.34,23.98,4.84,1.68,17.93,108.76
2025-09-14,Ludhiana,38.54,65.72,28.4,5.38,1.5,30.38,107.85
2025-09-15,Ludhiana,44.46,69.97,20.02,15.67,0.68,27.83,122.65
2025-09-16,Ludhiana,39.02,68.72,26.37,5.67,1.25,23.88,109.05
2025-09-17,Ludhiana,65.39,89.15,28.08,8.93,1.82,16.55,160.52
2025-09-18,Ludhiana,29.05,34.05,26.85,9.74,0.68,31.23,86.44
2025-09-19,Ludhiana,25.04,61.18,24.68,11.98,0.74,23.8,77.86
2025-09-20,Ludhiana,42.22,78.49,28.24,9.48,0.86,32.12,117.04
2025-09-21,Ludhiana,32.05,62.93,34.63,5.31,1.21,18.23,92.84
2025-09-22,Ludhiana,63.27,113.54,22.77,8.76,1.08,20.05,158.29
2025-09-23,Ludhiana,33.93,65.79,11.05,7.99,1.06,24.28,96.86
2025-09-24,Ludhiana,33.39,61.85,31.46,8.8,1.64,25.11,95.71
2025-09-25,Ludhiana,31.33,80.65,8.38,13.51,1.19,35.37,91.31
2025-09-26,Ludhiana,23.55,46.25,27.16,8.29,1.22,23.58,74.68
2025-09-27,Ludhiana,25.59,37.75,25.93,3.35,0.53,19.95,79.04
2025-09-28,Ludhiana,39.53,108.82,32.24,11.5,1.34,24.14,110.31
2025-07-01,Agra,61.91,66.91,19.88,6.19,1.44,17.21,156.85
2025-07-02,Agra,41.93,78.53,29.83,9.59,1.7,22.32,116.34
2025-07-03,Agra,39.87,53.3,16.34,12.49,0.76,26.77,111.17
2025-07-04,Agra,39.21,90.51,10.09,9.87,1.06,19.24,109.51
2025-07-05,Agra,31.05,89.32,29.9,6.82,0.62,16.03,90.71
2025-07-06,Agra,39.85,44.85,21.43,15.24,1.26,27.43,111.11
2025-07-07,Agra,21.29,44.16,30.72,6.35,1.55,23.69,69.86
2025-07-08,Agra,76.33,81.33,27.57,4.82,1.53,25.46,172.03
2025-07-09,Agra,20.88,60.64,34.31,11.26,0.55,20.19,68.98
2025-07-10,Agra,57.68,68.16,27.04,10.58,0.59,17.25,152.4
2025-07-11,Agra,30.69,93.91,32.84,9.66,1.06,30.05,89.94
2025-07-12,Agra,31.67,80.07,31.5,12.59,1.1,21.35,92.04
2025-07-13,Agra,47.8,94.44,19.34,4.18,1.61,13.33,131.0
2025-07-14,Agra,12.47,62.0,23.4,4.02,1.17,24.13,51.0
2025-07-15,Agra,30.62,112.57,29.47,10.59,0.5,13.64,89.8
2025-07-16,Agra,40.87,107.69,17.42,7.63,0.59,18.27,113.67
2025-07-17,Agra,35.75,57.96,13.32,3.22,0.33,25.63,100.88
2025-07-18,Agra,40.72,79.94,16.81,10.22,1.36,22.95,113.29
2025-07-19,Agra,32.0,55.56,25.85,12.05,1.54,20.76,92.74
2025-07-20,Agra,40.47,46.75,30.38,4.71,1.36,40.54,112.68
2025-07-21,Agra,26.51,126.22,27.75,4.95,0.76,37.03,81.0
2025-07-22,Agra,37.99,54.66,21.19,8.49,1.08,24.6,106.47
2025-07-23,Agra,55.49,60.49,29.6,6.98,0.88,29.17,150.1
2025-07-24,Agra,14.76,19.76,25.13,6.79,0.54,12.46,55.9
2025-07-25,Agra,55.55,75.76,23.38,13.79,1.49,33.13,150.16
2025-07-26,Agra,19.19,43.46,28.86,8.44,1.58,13.03,65.35
2025-07-27,Agra,41.84,87.67,31.46,5.98,1.29,17.86,116.11
2025-07-28,Agra,29.78,46.91,17.87,6.48,0.88,17.82,88.0
2025-07-29,Agra,17.32,106.67,20.06,8.19,0.38,30.62,61.37
2025-07-30,Agra,36.92,60.92,21.29,9.81,0.1,17.51,103.79
2025-07-31,Agra,32.44,65.92,44.37,6.19,1.48,33.58,93.67
2025-08-01,Agra,41.97,55.26,14.35,9.44,1.74,26.06,116.43
2025-08-02,Agra,48.32,119.94,30.85,3.9,1.1,31.05,132.3
2025-08-03,Agra,30.2,97.68,23.23,8.2,0.94,23.62,88.88
2025-08-04,Agra,37.16,42.16,21.3,3.5,0.92,17.46,104.39
2025-08-05,Agra,45.66,88.58,28.68,3.4,1.04,14.26,125.64
2025-08-06,Agra,31.33,80.35,31.54,8.62,1.58,24.02,91.31
2025-08-07,Agra,30.08,84.68,30.9,5.63,1.23,20.66,88.64
2025-08-08,Agra,8.38,75.81,13.68,8.18,0.47,18.22,34.93
2025-08-09,Agra,26.41,89.73,18.9,3.98,1.23,21.28,80.78
2025-08-10,Agra,41.24,46.24,25.13,14.61,0.98,23.66,114.6
2025-08-11,Agra,12.24,49.09,26.63,6.21,1.33,25.03,50.52
2025-08-12,Agra,18.37,89.18,14.44,4.91,1.17,31.83,63.61
2025-08-13,Agra,22.77,72.7,26.11,9.17,1.55,20.01,73.01
2025-08-14,Agra,44.21,92.75,37.43,8.71,1.14,19.31,122.02
2025-08-15,Agra,16.26,62.78,25.03,6.87,1.32,13.99,59.11
2025-08-16,Agra,32.57,109.83,33.32,9.05,1.24,20.4,93.96
2025-08-17,Agra,11.98,76.42,3.9,6.22,1.08,19.96,49.92
2025-08-18,Agra,57.05,101.25,30.8,4.42,1.85,26.11,151.74
2025-08-19,Agra,23.23,70.03,32.35,5.4,1.14,24.27,74.0
2025-08-20,Agra,20.01,62.25,15.66,9.81,0.72,23.85,67.12
2025-08-21,Agra,15.97,44.5,14.58,6.33,1.15,24.62,58.48
2025-08-22,Agra,10.21,62.0,16.79,8.8,0.97,22.09,42.53
2025-08-23,Agra,26.81,105.37,14.97,6.0,1.12,20.8,81.65
2025-08-24,Agra,23.01,29.91,17.41,4.32,1.75,36.02,73.52
2025-08-25,Agra,32.17,38.9,29.35,4.26,0.86,18.53,93.09
2025-08-26,Agra,26.48,59.73,13.15,5.09,1.49,21.95,80.95
2025-08-27,Agra,34.31,39.31,31.22,5.14,1.53,23.4,97.68
2025-08-28,Agra,24.84,31.88,40.1,9.61,1.43,33.67,77.43
2025-08-29,Agra,34.37,92.74,19.2,9.41,0.83,19.48,97.8
2025-08-30,Agra,34.2,42.26,26.79,6.26,0.28,19.8,97.43
2025-08-31,Agra,27.18,82.17,24.86,11.54,1.29,18.9,82.45
2025-09-01,Agra,31.34,59.3,27.35,7.38,0.83,22.19,91.33
2025-09-02,Agra,39.56,48.64,27.01,2.46,1.52,25.4,110.41
2025-09-03,Agra,52.23,57.23,32.75,10.01,1.01,19.71,142.07
2025-09-04,Agra,19.64,39.93,17.35,3.43,1.72,13.23,66.33
2025-09-05,Agra,32.66,73.46,25.62,8.54,1.46,19.74,94.14
2025-09-06,Agra,34.28,61.86,34.42,13.5,0.6,10.02,97.61
2025-09-07,Agra,37.81,86.09,38.07,9.41,1.64,32.35,106.02
2025-09-08,Agra,52.46,87.39,14.51,7.17,1.2,21.94,142.65
2025-09-09,Agra,33.07,99.34,17.87,9.6,1.21,17.38,95.03
2025-09-10,Agra,20.63,34.16,28.18,7.01,0.75,11.01,68.43
2025-09-11,Agra,36.55,61.65,16.83,4.31,0.98,24.89,102.87
2025-09-12,Agra,31.32,46.62,24.76,10.34,1.1,22.51,91.29
2025-09-13,Agra,27.14,46.97,15.05,2.21,1.55,25.34,82.35
2025-09-14,Agra,37.28,77.74,28.8,5.0,0.95,19.44,104.69
2025-09-15,Agra,61.81,86.16,24.52,11.3,1.58,14.0,156.74
2025-09-16,Agra,31.76,68.95,29.56,6.53,1.04,19.77,92.23
2025-09-17,Agra,44.99,49.99,20.25,1.67,0.67,24.15,123.98
2025-09-18,Agra,36.04,59.9,32.31,11.26,1.05,23.97,101.59
2025-09-19,Agra,26.3,78.25,13.4,12.59,1.54,15.21,80.57
2025-09-20,Agra,21.34,73.05,19.94,8.83,0.94,31.44,69.95
2025-09-21,Agra,31.97,114.44,28.13,3.15,1.91,28.78,92.68
2025-09-22,Agra,37.76,80.61,14.45,1.79,1.06,30.49,105.9
2025-09-23,Agra,38.39,102.45,34.81,7.26,1.55,31.44,107.48
2025-09-24,Agra,32.35,63.62,25.29,1.0,1.19,26.86,93.48
2025-09-25,Agra,34.57,73.93,23.06,1.21,1.75,20.09,98.22
2025-09-26,Agra,24.57,93.33,31.21,8.02,1.39,15.87,76.86
2025-09-27,Agra,34.69,96.73,19.92,4.21,1.11,22.92,98.49
2025-09-28,Agra,42.33,47.33,3.98,9.96,0.65,18.61,117.33
2025-07-01,Nashik,7.36,88.55,26.87,8.13,1.2,10.42,30.66
2025-07-02,Nashik,21.38,58.6,17.87,6.39,1.18,28.99,70.04
2025-07-03,Nashik,14.21,65.79,28.68,4.43,1.0,25.46,54.71
2025-07-04,Nashik,32.95,80.65,24.46,6.26,0.61,24.07,94.77
2025-07-05,Nashik,33.35,46.51,28.1,11.0,0.82,18.42,95.62
2025-07-06,Nashik,19.99,28.86,37.6,5.85,0.74,16.28,67.06
2025-07-07,Nashik,28.67,54.05,35.75,3.45,0.46,26.13,85.63
2025-07-08,Nashik,32.32,63.81,28.8,7.61,1.06,14.21,93.43
2025-07-09,Nashik,15.29,56.47,16.67,8.01,0.36,20.17,57.03
2025-07-10,Nashik,30.64,66.16,26.66,6.22,0.81,30.0,89.83
2025-07-11,Nashik,27.6,93.79,20.34,7.15,1.02,24.36,83.33
2025-07-12,Nashik,26.48,67.47,35.31,10.35,1.5,14.74,80.94
2025-07-13,Nashik,19.84,72.87,30.2,5.64,0.8,31.36,66.75
2025-07-14,Nashik,42.45,90.36,21.43,5.64,1.46,21.39,117.62
2025-07-15,Nashik,26.24,49.8,19.9,9.83,0.48,26.27,80.44
2025-07-16,Nashik,23.44,61.86,22.09,6.54,0.97,19.74,74.45
2025-07-17,Nashik,26.14,93.81,24.02,6.82,0.82,20.18,80.22
2025-07-18,Nashik,25.54,82.94,17.77,1.0,1.1,20.46,78.93
2025-07-19,Nashik,26.75,86.68,2.46,11.93,1.5,18.88,81.52
2025-07-20,Nashik,28.16,78.24,28.41,5.3,0.43,35.5,84.52
2025-07-21,Nashik,44.39,70.27,24.84,9.06,1.38,10.17,122.48
2025-07-22,Nashik,27.16,56.2,21.57,9.51,0.36,14.84,82.39
2025-07-23,Nashik,25.99,71.94,31.02,12.09,0.97,27.58,79.89
2025-07-24,Nashik,42.37,79.26,23.97,6.0,0.65,16.18,117.42
2025-07-25,Nashik,39.57,69.36,21.76,9.19,1.0,17.3,110.42
2025-07-26,Nashik,29.69,83.64,15.48,7.83,1.06,17.7,87.81
2025-07-27,Nashik,28.53,34.67,24.0,3.11,1.51,22.07,85.31
2025-07-28,Nashik,25.61,89.93,15.24,4.96,0.35,30.37,79.09
2025-07-29,Nashik,55.79,60.79,17.76,7.41,0.87,22.61,150.41
2025-07-30,Nashik,32.79,77.16,16.92,7.78,0.63,20.11,94.43
2025-07-31,Nashik,11.43,58.33,18.71,10.03,1.06,23.54,47.64
2025-08-01,Nashik,33.26,38.26,7.94,6.24,1.19,21.35,95.42
2025-08-02,Nashik,25.77,66.73,23.18,9.54,1.37,19.42,79.42
2025-08-03,Nashik,30.31,70.16,25.85,12.16,1.07,29.61,89.12
2025-08-04,Nashik,17.71,52.84,5.83,7.65,1.34,7.29,62.21
2025-08-05,Nashik,33.83,77.49,27.04,3.61,1.39,22.62,96.65
2025-08-06,Nashik,39.46,64.05,26.44,10.53,1.0,24.15,110.16
2025-08-07,Nashik,47.74,64.34,14.52,9.23,1.65,30.21,130.84
2025-08-08,Nashik,41.83,46.83,18.65,5.45,1.1,32.62,116.09
2025-08-09,Nashik,19.02,110.93,20.14,4.9,1.42,28.06,65.01
2025-08-10,Nashik,41.5,52.94,28.27,4.1,0.76,22.11,115.25
2025-08-11,Nashik,24.05,89.65,19.8,6.54,0.73,28.67,75.74
2025-08-12,Nashik,24.47,89.38,31.69,5.86,1.09,19.52,76.65
2025-08-13,Nashik,39.32,63.11,20.12,7.34,0.45,21.93,109.79
2025-08-14,Nashik,39.53,68.46,30.56,6.07,0.9,15.76,110.31
2025-08-15,Nashik,30.59,110.26,28.17,5.44,0.68,13.34,89.73
2025-08-16,Nashik,23.57,83.29,20.72,4.33,0.74,26.29,74.72
2025-08-17,Nashik,32.45,55.35,21.47,13.82,1.57,31.32,93.7
2025-08-18,Nashik,10.02,61.63,17.05,8.83,1.5,24.25,41.77
2025-08-19,Nashik,21.94,53.37,28.32,9.36,1.14,23.27,71.24
2025-08-20,Nashik,35.67,75.4,30.64,9.09,1.09,22.34,100.67
2025-08-21,Nashik,31.43,50.95,16.8,8.83,0.79,27.34,91.53
2025-08-22,Nashik,32.09,83.6,29.1,9.73,0.89,25.26,92.92
2025-08-23,Nashik,42.22,47.22,37.81,14.0,1.46,27.09,117.04
2025-08-24,Nashik,40.55,61.54,23.18,10.09,0.69,16.08,112.86
2025-08-25,Nashik,29.25,82.07,17.93,6.52,1.04,16.27,86.86
2025-08-26,Nashik,5.0,47.6,26.28,8.66,1.28,25.95,20.83
2025-08-27,Nashik,23.56,48.18,25.85,6.56,1.44,24.94,74.69
2025-08-28,Nashik,49.78,59.86,33.13,13.3,1.1,25.52,135.95
2025-08-29,Nashik,24.0,88.21,34.36,5.72,1.31,24.08,75.64
2025-08-30,Nashik,38.0,84.19,28.42,6.78,1.41,29.45,106.51
2025-08-31,Nashik,25.66,66.23,8.76,8.95,1.57,21.02,79.19
2025-09-01,Nashik,33.97,61.99,19.99,7.9,0.77,21.43,96.93
2025-09-02,Nashik,21.79,78.59,25.24,5.91,1.09,21.08,70.92
2025-09-03,Nashik,47.09,59.18,29.36,5.08,1.41,29.05,129.22
2025-09-04,Nashik,46.46,97.58,26.76,10.91,1.73,15.46,127.65
2025-09-05,Nashik,25.98,37.82,32.53,2.67,0.37,15.98,79.87
2025-09-06,Nashik,11.37,71.79,14.57,2.13,1.06,22.56,47.36
2025-09-07,Nashik,10.41,53.0,23.25,6.13,0.95,29.37,43.38
2025-09-08,Nashik,56.99,61.99,11.84,6.5,1.16,22.04,151.67
2025-09-09,Nashik,40.75,112.18,10.34,5.68,1.7,19.49,113.39
2025-09-10,Nashik,40.37,77.17,32.2,12.94,1.21,11.9,112.42
2025-09-11,Nashik,24.34,110.66,12.07,8.69,0.1,14.69,76.37
2025-09-12,Nashik,45.08,70.02,21.72,4.76,0.28,26.61,124.19
2025-09-13,Nashik,31.06,38.92,25.03,8.94,1.0,22.98,90.73
2025-09-14,Nashik,34.8,55.07,25.16,9.41,1.49,27.41,98.72
2025-09-15,Nashik,27.29,83.22,28.93,5.07,0.89,26.44,82.68
2025-09-16,Nashik,48.77,53.77,36.32,10.69,1.16,20.7,133.41
2025-09-17,Nashik,37.77,54.65,22.33,2.77,0.38,36.5,105.94
2025-09-18,Nashik,35.47,73.81,24.81,4.72,0.96,22.91,100.17
2025-09-19,Nashik,30.43,52.19,27.74,7.77,1.24,26.56,89.37
2025-09-20,Nashik,29.73,62.36,34.79,4.37,0.33,25.89,87.89
2025-09-21,Nashik,25.09,45.36,30.6,6.77,0.57,34.19,77.98
2025-09-22,Nashik,13.65,65.55,8.49,8.01,0.82,27.35,53.53
